4E3FCCEDD9149C3AE6073326DECFD5F0,A379ADB375426ED563CFA63F1622CE4F,2013-01-20 23:47:40,2013-01-21 00:01:26,826,4.40,-73.986412,40.726639,-73.951103,40.729916,CRD,16.00,0.50,0.50,4.25,0.00,21.25
387221E40AFF94D26C1CA33A40224A5B,B642059A6AAEBE18CF8F9706DB08E20B,2013-01-20 23:57:07,2013-01-21 00:02:21,313,1.70,-73.963737,40.761230,-73.979317,40.743019,CRD,7.50,0.50,0.50,1.70,0.00,10.20
7872C40C25EA8ABA843C17DA5DF9AB2D,C5775D6E7139032FC1918EC633B6640A,2013-01-20 23:55:29,2013-01-21 00:02:44,434,2.80,-73.982971,40.765961,-73.949532,40.784840,CRD,10.00,0.50,0.50,1.10,0.00,12.10
F96FCBB3EF42D0992D228D2A44C35787,01EE52F1E00569E76ECA1D38E2C3DD36,2013-01-20 23:47:57,2013-01-21 00:05:50,1073,9.20,0.000000,0.000000,0.000000,0.000000,CRD,27.00,0.50,0.50,5.60,0.00,33.60
F8BCBAB01C70F4ACA1FA506EC8F1D0E1,04D0C9BF9A72AC0D63F65A3466EC97BA,2013-01-20 23:45:10,2013-01-21 00:06:01,1251,6.90,-73.962753,40.799301,-73.911674,40.745831,CRD,22.50,0.50,0.50,4.70,0.00,28.20
B7B64C41FDB012BAD7DC47343B57B887,16FCE7EEFC8B15D091CD47CF05087014,2013-01-20 23:59:27,2013-01-21 00:06:14,407,1.70,-74.002563,40.723595,-74.007622,40.705250,CRD,7.50,0.50,0.50,1.70,0.00,10.20
BF55ABC1C429E66DF915B50CA8F72614,C93C14A62394DC9F578317DC58FC8210,2013-01-20 23:46:22,2013-01-21 00:07:20,1257,12.90,0.000000,0.000000,0.000000,0.000000,CRD,36.00,0.50,0.50,5.00,4.80,46.80
D546446FDBC911E101B4821465290974,0726813FE5498E6628EB22B113FE1849,2013-01-20 23:56:10,2013-01-21 00:08:17,727,3.20,-73.986320,40.763062,-74.005646,40.725697,CRD,12.00,0.50,0.50,2.60,0.00,15.60
145B43B78FFD64614601831FC7AB2114,404B5A271247AFA07BDFA55E7059B2ED,2013-01-20 23:57:02,2013-01-21 00:11:16,854,10.40,-73.870972,40.773746,-73.993553,40.696404,CRD,28.50,0.50,0.50,6.00,0.00,35.50
0A1A901A69BA96370E6EB2591BF4DEB6,931308A71E5CA780E6AC4383FF4687FB,2013-01-20 23:55:31,2013-01-21 00:11:45,973,8.10,-73.962898,40.766392,-73.926987,40.866924,CRD,25.00,0.50,0.50,4.00,0.00,30.00
